Date,CFA,CFO,CSA,CSF,DEF,FDLO,JMIN,LGLV,ONEV,RBUS,SMLV,SMMV,SPLV,SPMV,USMV,XMLV,XRLV,XSLV
2/28/2020,49.92218018,46.48742294,41.09573746,32.81851578,51.12036133,35.25552368,27.59721565,103.6510162,74.15507507,27.69259644,85.14426422,31.64877129,52.63005829,28.43838501,59.59949493,46.98967361,36.44101334,43.87369156
3/31/2020,41.70151901,46.06803131,32.28941727,31.92941475,44.15433502,30.6804924,23.93512726,88.56707001,60.81311035,24.17748451,64.40374756,25.43541908,45.72344208,25.07461739,52.86411667,39.25409698,30.62605667,32.62200546
4/30/2020,46.97787094,49.58257294,36.52652359,36.28815842,48.09122467,34.03263474,26.22403717,96.17249298,67.91723633,27.13404655,71.86830902,27.66814804,48.77804565,28.16448021,57.81676865,41.73828506,33.87288284,34.59074402
5/29/2020,49.77875137,51.13572693,38.42942047,37.73303223,50.92302322,35.86108398,27.49209785,100.8061447,71.76929474,29.1452179,72.30683136,28.73041725,48.9377327,29.07389641,60.31266403,41.86643982,35.14319229,33.0255928
6/30/2020,49.88343048,51.28460693,39.61172867,38.64789963,50.94275665,36.09917068,27.23823738,100.2710342,72.23477936,29.26462555,74.95677185,28.60822105,48.74911118,29.20780182,59.64257431,41.06787491,35.09208679,33.4932518
7/31/2020,52.57699203,52.77358246,40.72389603,39.47460175,53.88308716,37.86563873,28.73955917,105.2914658,75.8887558,30.96593094,75.29064941,29.54570961,52.37662888,30.47980881,62.36746216,42.45731735,37.5006752,33.9581604
8/31/2020,54.87155533,54.83148956,42.98875809,40.87144089,56.30047607,39.9972496,29.4638958,108.6122131,78.52144623,32.01296234,78.60002136,30.28583527,53.86651993,31.94227409,64.06929016,43.29097748,38.96112061,34.82862854
9/30/2020,53.72837448,53.92814255,40.63752747,39.41682434,54.85990906,39.18035889,28.80425835,106.8768311,76.72353363,31.89355659,74.63248444,28.9460659,52.91553116,31.35502052,63.00243759,41.34576416,38.07312012,32.8404007
10/30/2020,53.50792694,53.60874176,42.32320023,40.56233215,52.79772949,37.8235054,28.44776535,104.1351318,76.87931824,31.03698349,75.67657471,29.23334694,51.39413452,30.36819077,60.95607376,41.29613876,36.69894028,33.52292633
11/30/2020,59.49578857,59.53560638,49.89581299,45.72553253,57.52397156,41.21068192,30.71930504,115.6048965,85.54405212,34.14946365,88.66854858,31.88821983,54.57837296,32.79768753,65.88910675,45.23619461,39.95635223,37.72689438
12/31/2020,61.96940994,62.05176163,53.41664886,50.01665115,59.15999985,42.43572998,31.53503609,119.2521591,89.10731506,34.93299866,95.32673645,33.74365616,55.69131088,33.71453857,67.40972137,47.84721756,41.13171387,40.49322891
1/29/2021,61.25100708,61.16740036,56.23181152,51.61200333,58.31000137,41.38253784,30.94810867,114.7186966,88.31232452,35.0890007,96.82089233,34.43067932,54.67682648,33.07107162,65.57254028,47.97648239,40.59384918,40.80134964
2/26/2021,63.4470253,63.34410858,61.03104019,56.38902664,57.84999847,41.79983902,31.36194038,118.5860596,92.54138947,34.9070015,106.9213409,35.7051506,54.03988647,32.97276688,65.32427216,49.42820358,40.92741013,44.23045349
